q1_name,df_id,df_name,is_oa
Biosafety and Health,https://openalex.org/S4210211253,Biosafety and Health,True
International Political Sociology,https://openalex.org/S55069968,International Political Sociology,False
EXPERIMENTAL DERMATOLOGY,https://openalex.org/S158010168,Experimental Dermatology,False
NUCLEAR FUSION,https://openalex.org/S133992056,Nuclear Fusion,False
Journal of Minimally Invasive Gynecology,https://openalex.org/S73678819,Journal of Minimally Invasive Gynecology,False
Education for Chemical Engineers,https://openalex.org/S169515672,Education for Chemical Engineers,False
JMIR Infodemiology,https://openalex.org/S4210171885,JMIR Infodemiology,True
EJSO,https://openalex.org/S158473028,European Journal of Surgical Oncology,False
FINITE ELEMENTS IN ANALYSIS AND DESIGN,https://openalex.org/S145843112,Finite Elements in Analysis and Design,False
PERSONALITY AND INDIVIDUAL DIFFERENCES,https://openalex.org/S151331055,Personality and Individual Differences,False
ASSESSMENT,https://openalex.org/S155907396,Assessment,False
EMPIRICAL SOFTWARE ENGINEERING,https://openalex.org/S109852484,Empirical Software Engineering,False
JOURNAL OF MEDICAL SYSTEMS,https://openalex.org/S37151855,Journal of Medical Systems,False
CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,https://openalex.org/S29251328,Contributions to Mineralogy and Petrology,False
JOURNAL OF SPORT MANAGEMENT,https://openalex.org/S165879012,Journal of Sport Management,False
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,https://openalex.org/S51141438,Transportation Research Part F Traffic Psychology and Behaviour,False
JOURNAL OF POLICY MODELING,https://openalex.org/S81022070,Journal of Policy Modeling,False
Israel Journal of Health Policy Research,https://openalex.org/S2737283001,Israel Journal of Health Policy Research,True
BMC PUBLIC HEALTH,https://openalex.org/S200437886,BMC Public Health,True
Journal of Clinical Sleep Medicine,https://openalex.org/S48878068,Journal of Clinical Sleep Medicine,False
Dermatology and Therapy,https://openalex.org/S4210222097,Dermatology and Therapy,True
HUMAN BRAIN MAPPING,https://openalex.org/S121666818,Human Brain Mapping,True
Physical Review Research,https://openalex.org/S4210240247,Physical Review Research,True
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,https://openalex.org/S105662685,European Archives of Psychiatry and Clinical Neuroscience,False
EUROPEAN JOURNAL OF PAIN,https://openalex.org/S143744428,European Journal of Pain,False
Global Ecology and Conservation,https://openalex.org/S2765061010,Global Ecology and Conservation,True
npj Systems Biology and Applications,https://openalex.org/S4210213125,npj Systems Biology and Applications,True
SIMULATION MODELLING PRACTICE AND THEORY,https://openalex.org/S114739668,Simulation Modelling Practice and Theory,False
ACTA DERMATO-VENEREOLOGICA,https://openalex.org/S4210210846,Acta Dermato Venereologica,True
CANCER IMAGING,https://openalex.org/S14818408,Cancer Imaging,True
Meditari Accountancy Research,https://openalex.org/S4210222895,Meditari Accountancy Research,False
OUTLOOK ON AGRICULTURE,https://openalex.org/S164183727,Outlook on Agriculture,False
JOURNAL OF SANDWICH STRUCTURES & MATERIALS,https://openalex.org/S102796450,Journal of Sandwich Structures & Materials,False
Ecosystems and People,https://openalex.org/S4210186733,Ecosystems and People,True
JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,https://openalex.org/S4210168721,Journal of Geophysical Research Earth Surface,False
REGIONAL SCIENCE AND URBAN ECONOMICS,https://openalex.org/S107631327,Regional Science and Urban Economics,False
HEALTH TECHNOLOGY ASSESSMENT,https://openalex.org/S191206091,Health Technology Assessment,True
Journal of Eating Disorders,https://openalex.org/S4210234357,Journal of Eating Disorders,True
PATHOBIOLOGY,https://openalex.org/S18964055,Pathobiology,False
CHINESE PHYSICS LETTERS,https://openalex.org/S110033974,Chinese Physics Letters,False
Asian Journal of Surgery,https://openalex.org/S111902150,Asian Journal of Surgery,True
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,https://openalex.org/S176275101,Perspectives in Plant Ecology Evolution and Systematics,False
MULTIMEDIA SYSTEMS,https://openalex.org/S112262039,Multimedia Systems,False
TRANSPORTATION,https://openalex.org/S62009534,Transportation,False
VEHICLE SYSTEM DYNAMICS,https://openalex.org/S59320183,Vehicle System Dynamics,False
JOURNAL OF CONTAMINANT HYDROLOGY,https://openalex.org/S20728117,Journal of Contaminant Hydrology,False
PLANT GROWTH REGULATION,https://openalex.org/S3204633,Plant Growth Regulation,False
SCIENTOMETRICS,https://openalex.org/S148561398,Scientometrics,False
Safety and Health at Work,https://openalex.org/S2765035337,Safety and Health at Work,True
Intelligent Systems in Accounting Finance & Management,https://openalex.org/S67471091,Intelligent Systems in Accounting Finance & Management,False
INTERNATIONAL JOURNAL OF REFRIGERATION,https://openalex.org/S186745480,International Journal of Refrigeration,False
International Journal of Sediment Research,https://openalex.org/S74546071,International Journal of Sediment Research,False
International Journal of Structural Integrity,https://openalex.org/S189853587,International Journal of Structural Integrity,False
JOURNAL OF THE AMERICAN CERAMIC SOCIETY,https://openalex.org/S53162366,Journal of the American Ceramic Society,False
NEUROGASTROENTEROLOGY AND MOTILITY,https://openalex.org/S84837402,Neurogastroenterology & Motility,False
Big Data Research,https://openalex.org/S2491565770,Big Data Research,False
PeerJ Computer Science,https://openalex.org/S4210178049,PeerJ Computer Science,True
PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,https://openalex.org/S140928716,Precision Engineering,False
Climate and Development,https://openalex.org/S43379938,Climate and Development,False
PUBLIC HEALTH REVIEWS,https://openalex.org/S2765034686,Public health reviews,True
Frontiers in Agronomy,https://openalex.org/S4210220257,Frontiers in Agronomy,True
GEOTHERMICS,https://openalex.org/S68581467,Geothermics,False
Progress in Earth and Planetary Science,https://openalex.org/S2737866796,Progress in Earth and Planetary Science,True
INTERNATIONAL JOURNAL OF DERMATOLOGY,https://openalex.org/S32635664,International Journal of Dermatology,False
Journal of Structural Biology-X,https://openalex.org/S4210234285,Journal of Structural Biology X,True
Environmental Science-Water Research & Technology,https://openalex.org/S4210190644,Environmental Science Water Research & Technology,False
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,https://openalex.org/S60606485,The International Journal of High Performance Computing Applications,False
EXERCISE IMMUNOLOGY REVIEW,https://openalex.org/S57385450,Exercise immunology review,False
Current Opinion in Critical Care,https://openalex.org/S104459788,Current Opinion in Critical Care,False
Perspectives in Public Health,https://openalex.org/S27883222,Perspectives in Public Health,False
IEEE Transactions on Human-Machine Systems,https://openalex.org/S2476799526,IEEE Transactions on Human-Machine Systems,False
COLUMBIA LAW REVIEW,https://openalex.org/S183770981,Columbia Law Review,False
MEDIA PSYCHOLOGY,https://openalex.org/S97866008,Media Psychology,False
Ethics and Information Technology,https://openalex.org/S13096939,Ethics and Information Technology,False
RIED-Revista Iberoamericana de Educacion a Distancia,https://openalex.org/S2738267768,RIED Revista Iberoamericana de Educación a Distancia,True
Technology Pedagogy and Education,https://openalex.org/S84989246,Technology Pedagogy and Education,False
JOURNAL OF ARTHROPLASTY,https://openalex.org/S48915936,The Journal of Arthroplasty,False
JOURNAL OF PEACE RESEARCH,https://openalex.org/S71119591,Journal of Peace Research,False
CHILD ABUSE & NEGLECT,https://openalex.org/S53055215,Child Abuse & Neglect,False
ACADEMIC EMERGENCY MEDICINE,https://openalex.org/S171705774,Academic Emergency Medicine,False
Health Policy and Technology,https://openalex.org/S2764671021,Health Policy and Technology,False
Policy Insights from the Behavioral and Brain Sciences,https://openalex.org/S2765060141,Policy Insights from the Behavioral and Brain Sciences,False
Journal of Prosthodontics-Implant Esthetic and Reconstructive Dentistry,https://openalex.org/S61661,Journal of Prosthodontics,False
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,https://openalex.org/S182558529,Perspectives on Sexual and Reproductive Health,False
Chinese Political Science Review,https://openalex.org/S4210194389,Chinese Political Science Review,False
JOURNAL OF MOLECULAR DIAGNOSTICS,https://openalex.org/S48180145,Journal of Molecular Diagnostics,False
EMOTION,https://openalex.org/S118198609,Emotion,False
Journal of Dental Sciences,https://openalex.org/S173463841,Journal of Dental Sciences,True
Educational Studies in Mathematics,https://openalex.org/S119483640,Educational Studies in Mathematics,False
JOURNAL OF PERIODONTAL RESEARCH,https://openalex.org/S195000414,Journal of Periodontal Research,False
Worldviews on Evidence-Based Nursing,https://openalex.org/S205870262,Worldviews on Evidence-Based Nursing,False
JOR Spine,https://openalex.org/S4210176766,JOR Spine,True
Communications in Nonlinear Science and Numerical Simulation,https://openalex.org/S39612629,Communications in Nonlinear Science and Numerical Simulation,False
Canadian Journal of Anesthesia-Journal canadien d anesthesie,https://openalex.org/S4210186964,Canadian Journal of Anesthesia/Journal canadien d anesthésie,False
Child and Adolescent Psychiatry and Mental Health,https://openalex.org/S133884896,Child and Adolescent Psychiatry and Mental Health,True
Clinical Simulation in Nursing,https://openalex.org/S204691484,Clinical Simulation in Nursing,False
GEOFORUM,https://openalex.org/S169586356,Geoforum,False
JOURNALISM & MASS COMMUNICATION QUARTERLY,https://openalex.org/S20010350,Journalism & Mass Communication Quarterly,False
Journal of Contextual Behavioral Science,https://openalex.org/S2764949934,Journal of Contextual Behavioral Science,False
JOURNAL OF HEALTH ECONOMICS,https://openalex.org/S166621295,Journal of Health Economics,False
ATOMIC SPECTROSCOPY,https://openalex.org/S159336986,Atomic Spectroscopy,False
ANNALS OF SURGICAL ONCOLOGY,https://openalex.org/S177486402,Annals of Surgical Oncology,False
BJS Open,https://openalex.org/S4210237822,BJS Open,True
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,https://openalex.org/S64744539,Organizational Behavior and Human Decision Processes,False
BEHAVIOR THERAPY,https://openalex.org/S56240272,Behavior Therapy,False
APPLIED ACOUSTICS,https://openalex.org/S971171794,Applied Acoustics,False
Cognitive Research-Principles and Implications,https://openalex.org/S3035657644,Cognitive Research Principles and Implications,True
Geochemical Perspectives Letters,https://openalex.org/S4210194391,Geochemical Perspectives Letters,True
BMJ Sexual & Reproductive Health,https://openalex.org/S4210230326,BMJ Sexual & Reproductive Health,False
Journal of Positive Psychology,https://openalex.org/S84268765,The Journal of Positive Psychology,False
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,https://openalex.org/S145410213,American Journal of Community Psychology,False
JOURNAL OF NATURAL PRODUCTS,https://openalex.org/S166799026,Journal of Natural Products,False
JOURNAL OF AGRICULTURAL ECONOMICS,https://openalex.org/S14468722,Journal of Agricultural Economics,False
Journal of Healthcare Leadership,https://openalex.org/S4210195813,Journal of Healthcare Leadership,True
VIRCHOWS ARCHIV,https://openalex.org/S47032817,Virchows Archiv,False
Journal of Gynecologic Oncology,https://openalex.org/S111213320,Journal of Gynecologic Oncology,True
JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING,https://openalex.org/S157146593,Journal of Parallel and Distributed Computing,False
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,https://openalex.org/S161080992,IEEE Aerospace and Electronic Systems Magazine,False
AGGRESSION AND VIOLENT BEHAVIOR,https://openalex.org/S80014870,Aggression and Violent Behavior,False
JOURNAL OF RENAL NUTRITION,https://openalex.org/S112180171,Journal of Renal Nutrition,False
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,https://openalex.org/S187348256,Personality and Social Psychology Bulletin,False
JOURNAL OF GEOCHEMICAL EXPLORATION,https://openalex.org/S183209598,Journal of Geochemical Exploration,False
JOURNAL OF ORGANIC CHEMISTRY,https://openalex.org/S205050996,The Journal of Organic Chemistry,False
PLoS Neglected Tropical Diseases,https://openalex.org/S46544255,PLoS neglected tropical diseases,True
British Food Journal,https://openalex.org/S99313352,British Food Journal,False
PEDIATRIC DRUGS,https://openalex.org/S84493273,Pediatric Drugs,False
Rhizosphere,https://openalex.org/S2898510056,Rhizosphere,False
BUSINESS ETHICS QUARTERLY,https://openalex.org/S9702615,Business Ethics Quarterly,False
INTERNATIONAL JOURNAL OF HEALTH SERVICES,https://openalex.org/S120541213,International Journal of Health Services,False
JOURNAL OF BIOGEOGRAPHY,https://openalex.org/S138151673,Journal of Biogeography,False
Journal of Systematics and Evolution,https://openalex.org/S56397279,Journal of Systematics and Evolution,False
New Directions for Child and Adolescent Development,https://openalex.org/S31771912,New Directions for Child and Adolescent Development,True
Patient-Patient Centered Outcomes Research,https://openalex.org/S12699048,Patient,False
Frontiers of Computer Science,https://openalex.org/S4210231404,Frontiers of Computer Science,False
Tourism Recreation Research,https://openalex.org/S2764868064,Tourism Recreation Research,False
Cornell Hospitality Quarterly,https://openalex.org/S140551370,Cornell Hospitality Quarterly,False
Database-The Journal of Biological Databases and Curation,https://openalex.org/S4210201630,Database,True
Industry and Innovation,https://openalex.org/S36209479,Industry and Innovation,False
Clinical Epidemiology,https://openalex.org/S2736481244,Clinical Epidemiology,True
JOURNAL OF FORESTRY RESEARCH,https://openalex.org/S155657358,Journal of Forestry Research,False
Practical Radiation Oncology,https://openalex.org/S2764989788,Practical Radiation Oncology,False
AIDS PATIENT CARE AND STDS,https://openalex.org/S14583120,AIDS Patient Care and STDs,False
Annals of Cardiothoracic Surgery,https://openalex.org/S2764377274,Annals of Cardiothoracic Surgery,True
