rank,journal_name,issn,eissn,url,source
9727,DEVELOPMENTAL NEUROPSYCHOLOGY,8756-5641,1532-6942,http://www.tandfonline.com/toc/hdvn20/current#.U09-AKLHmL0,GoingPub-EISSN
9727,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,0947-7349,1439-3646,http://www.thieme.com/books-main/internal-medicine/product/2171-experimental-and-clinical-endocrinology-diabetes,GoingPub-EISSN
9727,Health Promotion Practice,1524-8399,1552-6372,http://www.sagepub.com/journals/Journal201271/title,Sources.tsv-ISSN
9727,High Energy Density Physics,1574-1818,1878-0563,http://www.journals.elsevier.com/high-energy-density-physics/,GoingPub-EISSN
9727,Journal of Eastern European and Central Asian Research,2328-8272,2328-8280,https://ieeca.org/journal/index.php/JEECAR/about,Sources.tsv-ISSN
9727,Journal of Low Power Electronics and Applications,,2079-9268,http://www.mdpi.com/journal/jlpea,DOAJ-EISSN
9727,TOWN PLANNING REVIEW,0041-0020,1478-341X,http://liverpool.metapress.com/content/121633/?sortorder=asc&p_o=223,Sources.tsv-ISSN
9727,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,1540-658X,1557-8127,http://www.liebertpub.com/overview/assay-and-drug-development-technologies/118/,GoingPub-EISSN
9727,Birth Defects Research,2472-1727,2472-1727,https://onlinelibrary.wiley.com/journal/24721727,GoingPub-ISSN
9727,CANADIAN JOURNAL OF PLANT PATHOLOGY,0706-0661,1715-2992,http://www.tandfonline.com/toc/tcjp20/current,GoingPub-EISSN
9727,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,0923-2958,1572-9478,https://www.springer.com/10569,GoingPub-EISSN
9727,Central European Public Administration Review,2591-2240,2591-2259,https://journals.uni-lj.si/CEPAR/,DOAJ-ISSN
9727,CULTURAL GEOGRAPHIES,1474-4740,1477-0881,http://www.sagepub.com/journals/Journal201809/title,Sources.tsv-ISSN
9727,HEAT TRANSFER ENGINEERING,0145-7632,1521-0537,https://www.tandfonline.com/toc/uhte20/current,GoingPub-EISSN
9727,IEEE PERVASIVE COMPUTING,1536-1268,1558-2590,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7756,GoingPub-EISSN
9727,International Journal of Industrial Engineering Computations,1923-2926,1923-2934,http://growingscience.com/ijiec/ijiec.html,GoingPub-EISSN
9727,IRRIGATION AND DRAINAGE,1531-0353,1531-0361,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1531-0361,GoingPub-EISSN
9727,JOURNAL OF NEAR INFRARED SPECTROSCOPY,0967-0335,1751-6552,http://www.impublications.com/content/journal-near-infrared-spectroscopy,GoingPub-EISSN
9727,JOURNAL OF SEISMOLOGY,1383-4649,1573-157X,https://www.springer.com/10950,GoingPub-EISSN
9727,PLANT MOLECULAR BIOLOGY REPORTER,0735-9640,1572-9818,https://www.springer.com/11105,GoingPub-EISSN
9727,SOUTH AFRICAN JOURNAL OF ECONOMICS,0038-2280,1813-6982,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1813-6982,Sources.tsv-ISSN
9727,SYNAPSE,0887-4476,1098-2396,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2396,GoingPub-EISSN
9727,Traffic Injury Prevention,1538-9588,1538-957X,http://www.tandf.co.uk/journals/titles/15389588.asp,GoingPub-ISSN
9727,ATMOSPHERE-OCEAN,0705-5900,1480-9214,http://www.tandfonline.com/toc/tato20/current#.V4WuvEz9cSQ,GoingPub-EISSN
9727,CLINICAL EEG AND NEUROSCIENCE,1550-0594,2169-5202,http://www.sagepub.com/journals/Journal202106,GoingPub-EISSN
9727,Conservation & Society,0972-4923,0975-3133,http://www.conservationandsociety.org/,GoingPub-EISSN
9727,ECONOMICA,0013-0427,1468-0335,https://ase.md/revista-economica/,GoingPub-EISSN
9727,Journal of Clinical Medicine Research-Canada,1918-3003,1918-3011,https://wos-journal.info/journalid/23982,API-Search (Score: 8)
9727,Journal of Electromagnetic Engineering and Science,2671-7255,2671-7263,http://www.jees.kr/,GoingPub-EISSN
9727,Journal of Mind and Medical Sciences,2392-7674,2392-7674,http://www.jmms.ro,GoingPub-ISSN
9727,Journal of Signal Processing Systems for Signal Image and Video Technology,1939-8018,1939-8115,https://www.springer.com/11265,GoingPub-EISSN
9727,NEUROREPORT,0959-4965,1473-558X,http://journals.lww.com/neuroreport/Pages/default.aspx,GoingPub-EISSN
9727,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,0036-5521,1502-7708,http://www.tandfonline.com/loi/igas20,GoingPub-EISSN
9727,ANALYTICAL LETTERS,0003-2719,1532-236X,http://www.tandf.co.uk/journals/titles/00032719.asp,GoingPub-EISSN
9727,Biointerphases,1934-8630,1559-4106,https://www.springer.com/journal/13758,GoingPub-EISSN
9727,Ethnobiology and Conservation,2238-4782,2238-4782,http://www.ethnobioconservation.com/index.php/ebc,Sources.tsv-ISSN
9727,NETWORKS & SPATIAL ECONOMICS,1566-113X,1572-9427,https://www.springer.com/11067,GoingPub-EISSN
9727,Practice Periodical on Structural Design and Construction,1084-0680,1943-5576,http://ascelibrary.org/journal/ppscfx,Sources.tsv-ISSN
9727,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY,1350-6501,2041-305X,https://journals.sagepub.com/home/pij,GoingPub-ISSN
9727,Zdravstveno Varstvo,0351-0026,1854-2476,http://www.degruyter.com/view/j/sjph,GoingPub-EISSN
9727,ANTICANCER RESEARCH,0250-7005,1791-7530,http://ar.iiarjournals.org/,GoingPub-EISSN
9727,AUSTRAL ECOLOGY,1442-9985,1442-9993,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-9993,GoingPub-EISSN
9727,Cardiovascular Engineering and Technology,1869-408X,1869-4098,https://www.springer.com/13239,GoingPub-EISSN
9727,GEMS & GEMOLOGY,0016-626X,2376-4473,http://www.gia.edu/gems-gemology,GoingPub-EISSN
9727,Genes & Genomics,1976-9571,2092-9293,https://www.springer.com/13258,GoingPub-EISSN
9727,Information Security Journal,1939-3555,1939-3547,https://www.tandfonline.com/toc/uiss20/current,Sources.tsv-EISSN
9727,International Journal of E-Planning Research,2160-9918,2160-9926,http://www.igi-global.com/journal/international-journal-planning-research-ijepr/44994,Sources.tsv-ISSN
9727,JOURNAL OF AMBULATORY CARE MANAGEMENT,0148-9917,1550-3267,https://journals.lww.com/ambulatorycaremanagement/pages/default.aspx,Sources.tsv-ISSN
9727,Journal of Electrical Engineering & Technology,1975-0102,2093-7423,https://www.springer.com/42835,GoingPub-EISSN
9727,JOURNAL OF IMMUNOLOGICAL METHODS,0022-1759,1872-7905,http://www.journals.elsevier.com/journal-of-immunological-methods/,GoingPub-EISSN
9727,Journal of Medical and Biological Engineering,1609-0985,2199-4757,https://www.springer.com/40846,GoingPub-EISSN
9727,Journal of Transport and Land Use,1938-7849,1938-7849,http://www.jtlu.org,GoingPub-ISSN
9727,CHEMOECOLOGY,0937-7409,1423-0445,https://www.springer.com/49,GoingPub-EISSN
9727,CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,0011-393X,1879-0313,http://www.currenttherapeuticres.com/,GoingPub-EISSN
9727,International Journal of Breast Cancer,2090-3170,2090-3189,https://www.hindawi.com/journals/ijbc,GoingPub-EISSN
9727,International Journal of Population Data Science (IJPDS),,2399-4908,https://ijpds.org,DOAJ-EISSN
9727,Journal of Clinical Virology Plus,2667-0380,2667-0380,https://www.journals.elsevier.com/journal-of-clinical-virology-plus,DOAJ-ISSN
9727,Journal of Geophysics and Engineering,1742-2132,1742-2140,https://academic.oup.com/jge,GoingPub-EISSN
9727,JOURNAL OF INTERVENTIONAL CARDIOLOGY,0896-4327,1540-8183,https://www.hindawi.com/journals/jitc,GoingPub-EISSN
9727,Journal of Property Investment & Finance,1463-578X,1470-2002,http://www.emeraldinsight.com/1463-578X.htm,Sources.tsv-ISSN
9727,Organogenesis,1547-6278,1555-8592,http://www.tandfonline.com/loi/kogg20#.V6lwSfmeozA,GoingPub-EISSN
9727,Scientific Drilling,1816-8957,1816-3459,http://www.scientific-drilling.net/,GoingPub-EISSN
9727,Transplant Immunology,0966-3274,1878-5492,http://www.journals.elsevier.com/transplant-immunology/,GoingPub-EISSN
9727,Accounting Perspectives,1911-382X,1911-3838,https://onlinelibrary.wiley.com/journal/19113838,Sources.tsv-ISSN
9727,ACTA OPTICA SINICA,0253-2239,0253-2239,https://www.opticsjournal.net/Journals/gxxb.cshtml,Sources.tsv-ISSN
9727,CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,0001-5733,0001-5733,http://www.scijournal.org/impact-factor-of-CHINESE-J-GEOPHYS-CH.shtml,GoingPub-ISSN
9727,ELECTRICAL ENGINEERING,0948-7921,1432-0487,https://www.springer.com/202,GoingPub-EISSN
9727,Information and Computer Security,2056-4961,2056-4961,https://www.sciencedirect.com/org/journal/information-and-computer-security,API-Search (Score: 17)
9727,Journal of Micro-Bio Robotics,2194-6418,2194-6426,https://www.springer.com/12213,GoingPub-EISSN
9727,Journal of Ocean Engineering and Marine Energy,2198-6444,2198-6452,https://www.springer.com/journal/40722,Sources.tsv-EISSN
9727,JOURNAL OF SENSORY STUDIES,0887-8250,1745-459X,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-459X,GoingPub-ISSN
9727,Middle East Fertility Society Journal,1110-5690,2090-3251,https://mefj.springeropen.com,GoingPub-EISSN
9727,Revista Portuguesa de Cardiologia,0870-2551,0304-4750,https://www.journals.elsevier.com/revista-portuguesa-de-cardiologia/,GoingPub-EISSN
9727,Team Performance Management,1352-7592,1758-6860,http://info.emeraldinsight.com/1352-7592.htm,Sources.tsv-ISSN
9727,WATER INTERNATIONAL,0250-8060,1941-1707,http://www.tandfonline.com/toc/rwin20/current,GoingPub-EISSN
9727,Chinese Journal of Urban and Environmental Studies,2345-7481,2345-752X,https://www.worldscientific.com/worldscinet/cjues,DOAJ-ISSN
9727,ELECTROMAGNETIC BIOLOGY AND MEDICINE,1536-8378,1536-8386,http://www.tandfonline.com/toc/iebm20/current,GoingPub-EISSN
9727,Iranian Journal of Medical Sciences,0253-0716,1735-3688,http://ijms.sums.ac.ir/,GoingPub-EISSN
9727,ISIJ INTERNATIONAL,0915-1559,1347-5460,http://www.jstage.jst.go.jp/browse/isijinternational,GoingPub-EISSN
9727,LICHENOLOGIST,0024-2829,1096-1135,http://journals.cambridge.org/action/displayJournal?jid=LIC,GoingPub-EISSN
9727,MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,0946-7076,1432-1858,https://www.springer.com/542,GoingPub-EISSN
9727,NeuroSci,,2673-4087,https://www.mdpi.com/journal/neurosci,DOAJ-EISSN
9727,WETLANDS ECOLOGY AND MANAGEMENT,0923-4861,1572-9834,https://www.springer.com/11273,GoingPub-EISSN
9727,Archives of Endocrinology Metabolism,2359-3997,2359-4292,http://www.scielo.br/scielo.php?script=sci_serial&pid=2359-3997&lng=en&nrm=iso,GoingPub-EISSN
9727,ARCTIC ANTARCTIC AND ALPINE RESEARCH,1523-0430,1938-4246,http://instaar.colorado.edu/AAAR/index.php,GoingPub-EISSN
9727,Asia Pacific Allergy,2233-8276,2233-8268,http://www.apfmj.com,Sources.tsv-ISSN
9727,INTERNATIONAL JOURNAL OF CONTROL,0020-7179,1366-5820,https://www.tandfonline.com/loi/tcon20,GoingPub-EISSN
9727,International Journal of Surgical Oncology,2090-1402,2090-1410,https://www.hindawi.com/journals/ijso,GoingPub-EISSN
9727,JOURNAL OF INVASIVE CARDIOLOGY,1042-3931,1557-2501,http://bibpurl.oclc.org/web/11957,Sources.tsv-ISSN
9727,Journal of Public Mental Health,1746-5729,2042-8731,https://www.emerald.com/insight/publication/issn/1746-5729/vol/21/iss/1,API-Search (Score: 8)
9727,NETWORKS,0028-3045,1097-0037,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0037,GoingPub-EISSN
9727,Qualitative Market Research,1352-2752,1758-7646,https://www.emerald.com/insight/publication/issn/1352-2752/vol/13/iss/2,API-Search (Score: 6)
9727,Journal for Specialists in Group Work,0193-3922,1549-6295,https://www.tandfonline.com/toc/usgw20/current,Sources.tsv-ISSN
9727,Journal of Neuroscience Psychology and Economics,1937-321X,2151-318X,http://www.apa.org/journals/pubs/npe/,Sources.tsv-ISSN
9727,Journal of Water Sanitation and Hygiene for Development,2043-9083,2408-9362,http://washdev.iwaponline.com/,GoingPub-EISSN
9727,Jurnal Tribologi,2289-7232,2289-7232,http://jurnaltribologi.mytribos.org,GoingPub-ISSN
9727,MOLECULAR PHYSICS,0026-8976,1362-3028,http://www.tandfonline.com/toc/tmph20/108/16,GoingPub-EISSN
9727,TRANSPORTATION RESEARCH RECORD,0361-1981,2169-4052,http://www.trb.org/Main/Blurbs/Transportation_Research_Record_Journal_of_the_Tran_154702.aspx,GoingPub-EISSN
9727,Water Practice and Technology,,1751-231X,https://iwaponline.com/wpt,GoingPub-EISSN
9727,Canadian Geriatrics Journal,,1925-8348,http://www.cgjonline.ca/index.php/cgj/index,Sources.tsv-EISSN
9727,Journal of Human Capital,1932-8575,1932-8664,http://www.journals.uchicago.edu/jhc,Sources.tsv-ISSN
9727,Technology Innovation Management Review,1927-0321,1927-0321,http://timreview.ca,GoingPub-ISSN
9727,Collnet Journal of Scientometrics and Information Management,0973-7766,2168-930X,https://www.tandfonline.com/toc/tsim20/current,GoingPub-EISSN
9727,ENVIRONMENTAL QUALITY MANAGEMENT,1088-1913,1520-6483,https://onlinelibrary.wiley.com/journal/15206483,Sources.tsv-ISSN
9727,Journal of Advanced Concrete Technology,1346-8014,1347-3913,http://www.jstage.jst.go.jp/browse/jact,GoingPub-EISSN
9727,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,0971-7811,0974-1275,https://www.springer.com/13562,GoingPub-EISSN
9727,RADIO SCIENCE,0048-6604,1944-799X,http://agupubs.onlinelibrary.wiley.com/agu/journal/10.1002/(ISSN)1944-799X/,GoingPub-EISSN
9727,Revista Espanola de Medicina Nuclear e Imagen Molecular,2253-654X,,http://www.journals.elsevier.com/revista-espanola-de-medicina-nuclear-e-imagen-molecular/,GoingPub-Name
9727,Romanian Journal of Internal Medicine,1582-3296,2501-062X,http://www.degruyter.com/view/j/rjim,GoingPub-EISSN
9727,Statistica,0390-590X,1973-2201,http://rivista-statistica.unibo.it,GoingPub-EISSN
9727,Visitor Studies,1064-5578,1934-7715,https://www.tandfonline.com/toc/uvst20/current,GoingPub-EISSN
9727,CHINESE JOURNAL OF ELECTRONICS,1022-4653,2075-5597,http://www.ejournal.org.cn/Jweb_cje/EN/volumn/current.shtml,GoingPub-EISSN
9727,International Journal of Intelligent Engineering Informatics,1758-8715,1758-8723,https://www.inderscience.com/jhome.php?jcode=ijiei#issue,Sources.tsv-ISSN
9727,Journal of Aging Research,2090-2204,2090-2212,https://onlinelibrary.wiley.com/journal/9025,DOAJ-ISSN
9727,MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,0947-5117,1521-4176,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4176,GoingPub-EISSN
9727,Toxicology and Environmental Health Sciences,2005-9752,2233-7784,https://link.springer.com/journal/13530,Sources.tsv-ISSN
9727,Communicable Diseases Intelligence,,2209-6051,http://health.gov.au/cdi,Sources.tsv-EISSN
9727,ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,0742-2822,1540-8175,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-8175,GoingPub-EISSN
9727,IET Energy Systems Integration,,2516-8401,https://ietresearch.onlinelibrary.wiley.com/journal/25168401,DOAJ-EISSN
9727,International Journal of Food Engineering,2194-5764,1556-3758,http://www.degruyter.com/view/j/ijfe,GoingPub-EISSN
9727,International Journal of Innovation and Technology Management,0219-8770,1793-6950,http://www.worldscinet.com/ijitm/ijitm.shtml,Sources.tsv-ISSN
9727,International Maritime Health,1641-9251,2081-3252,https://journals.viamedica.pl/international_maritime_health,GoingPub-EISSN
9727,Iranian Journal of Biotechnology,1728-3043,1728-3043,http://www.ijbiotech.com/,GoingPub-ISSN
9727,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,0733-9437,1943-4774,http://ascelibrary.org/journal/jidedh,GoingPub-EISSN
9727,Sensor Review,0260-2288,1758-6828,http://www.emeraldinsight.com/journals.htm?issn=0260-2288,GoingPub-EISSN
9727,Australian Journal of Civil Engineering,1448-8353,2204-2245,https://www.tandfonline.com/toc/tcen20/current,GoingPub-EISSN
9727,Biophysics and Physicobiology,,2189-4779,https://www.jstage.jst.go.jp/browse/biophysico,DOAJ-EISSN
9727,Canadian Pharmacists Journal,1715-1635,1913-701X,http://journals.sagepub.com/home/cph,Sources.tsv-ISSN
9727,Central European Business Review,,1805-4862,http://cebr.vse.cz/cebr,Sources.tsv-Name
9727,JOURNAL OF ENVIRONMENTAL ENGINEERING,0733-9372,1943-7870,http://ascelibrary.org/journal/joeedu,GoingPub-EISSN
9727,Journal of Oleo Science,1345-8957,1347-3352,https://www.jstage.jst.go.jp/browse/jos/,GoingPub-EISSN
9727,Organization Technology and Management in Construction,1847-5450,1847-6228,https://www.degruyter.com/view/j/otmcj,GoingPub-EISSN
9727,Advances in Astronomy,1687-7969,1687-7977,https://www.hindawi.com/journals/aa,GoingPub-EISSN
9727,Electrical Engineering & Electromechanics,2074-272X,2309-3404,http://eie.khpi.edu.ua/,GoingPub-EISSN
9727,Journal of Gastrointestinal Cancer,1941-6628,1941-6636,https://www.springer.com/12029,GoingPub-EISSN
9727,SOIL & SEDIMENT CONTAMINATION,1532-0383,1549-7887,http://www.tandfonline.com/toc/bssc20/current,GoingPub-ISSN
9727,Systems Engineering,1098-1241,1520-6858,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858,GoingPub-ISSN
9727,Aerosol Science and Engineering,2510-375X,2510-3768,https://link.springer.com/journal/41810,Sources.tsv-EISSN
9727,AIMS Environmental Science,2372-0344,2372-0352,http://www.aimspress.com/journal/environmental,GoingPub-EISSN
9727,Future Cardiology,1479-6678,1744-8298,http://www.futuremedicine.com/loi/fca,Sources.tsv-ISSN
9727,GROWTH HORMONE & IGF RESEARCH,1096-6374,1532-2238,http://www.growthhormoneigfresearch.com/,GoingPub-EISSN
9727,Journal of Vascular Access,1129-7298,1724-6032,http://www.vascular-access.info/,GoingPub-EISSN
9727,MICROELECTRONICS RELIABILITY,0026-2714,1872-941X,http://www.journals.elsevier.com/microelectronics-reliability/,GoingPub-EISSN
9727,Nitrogen,,2504-3129,https://www.mdpi.com/journal/nitrogen,DOAJ-EISSN
9727,Preventive Nutrition and Food Science,2287-1098,2287-8602,https://koreascience.kr/journal/E1FSA3/v15n4.page,API-Search (Score: 3)
9727,ACTA HISTOCHEMICA ET CYTOCHEMICA,0044-5991,1347-5800,http://www.jstage.jst.go.jp/browse/ahc,GoingPub-EISSN
9727,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,2038-5625,2038-5625,http://www.scijournal.org/impact-factor-of-ITAL-J-AGROMETEOROL.shtml,GoingPub-ISSN
9727,BIOTECHNIC & HISTOCHEMISTRY,1052-0295,1473-7760,http://www.tandfonline.com/toc/ibih20/current,GoingPub-EISSN
9727,Journal of Economics,0931-8658,1617-7134,https://www.springer.com/712,GoingPub-EISSN
9727,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,0009-4536,2192-6549,http://chemistry.org.tw/public_jour.php,GoingPub-EISSN
9727,Transactions on Electrical and Electronic Materials,1229-7607,2092-7592,https://www.springer.com/42341,GoingPub-EISSN
9727,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,0008-4034,1939-019X,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-019X,GoingPub-EISSN
9727,THEORETICAL CHEMISTRY ACCOUNTS,1432-881X,1432-2234,https://www.springer.com/214,GoingPub-EISSN
9727,EUROPEAN PHYSICAL JOURNAL B,1434-6028,1434-6036,https://www.springer.com/10051,GoingPub-EISSN
9727,Reports of Biochemistry and Molecular Biology,2322-3480,2322-3480,http://www.rbmb.net/,GoingPub-ISSN
9727,SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,1608-9693,2078-6751,http://www.sajhivmed.org.za/index.php/hivmed,GoingPub-EISSN
9727,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,0352-9568,1846-5153,http://hrcak.srce.hr/cabeq,GoingPub-EISSN
9727,HIGH TEMPERATURE MATERIALS AND PROCESSES,0334-6455,2191-0324,http://www.degruyter.de/journals/htmp/detailEn.cfm,GoingPub-EISSN
9727,International Journal of Mycobacteriology,2212-5531,2212-554X,http://www.ijmyco.org,GoingPub-EISSN
9727,SOFT MATERIALS,1539-445X,1539-4468,http://www.tandfonline.com/loi/lsfm20,GoingPub-EISSN
9727,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,0717-9707,0717-9707,http://www.scielo.cl/scielo.php?script=sci_serial&pid=0717-9707&lng=en,GoingPub-ISSN
9727,Manufacturing Technology,1213-2489,2787-9402,https://journalmt.com/artkey/inf-990000-0100_Journal.php,API-Search (Score: 6)
9727,SURFACE AND INTERFACE ANALYSIS,0142-2421,1096-9918,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918,GoingPub-EISSN
9727,Surface Science Spectra,1055-5269,1520-8575,http://avspublications.org/sss/resource/1/ssspen,Sources.tsv-ISSN
